	mlog10Padj	mlog10p	Enrichment	BackgroundProporition	nBackground	BackgroundFrequency	CompareProportion	nCompare	CompareFrequency	feature
EPAS1_36	86.7871574905607	87.7414	1.36338643194301	0.0940315883070098	218182	20516	0.128201391671828	27449	3519	EPAS1_36
MZF1_171	83.4732574905607	84.4275	1.33586626623006	0.103986580011183	218182	22688	0.138912164377573	27449	3813	MZF1_171
EGR3_259	83.1733574905607	84.1276	1.60676634420537	0.0363458030451641	218182	7930	0.0583992130860869	27449	1603	EGR3_259
ZBTB1_203	75.9058574905607	76.8601	1.71770026779586	0.0245391462173782	218182	5354	0.0421508980290721	27449	1157	ZBTB1_203
HIF1A_24	73.5063574905607	74.4606	1.72058332157329	0.0236087303260581	218182	5151	0.0406207876425371	27449	1115	HIF1A_24
HES1_34	73.2197574905607	74.174	1.46290428147158	0.0523966230028142	218182	11432	0.076651244125469	27449	2104	HES1_34
SNAI1_199	72.0160574905607	72.9703	1.2783235394672	0.125624478646268	218182	27409	0.160588728186819	27449	4408	SNAI1_199
GLIS1_250	71.1711574905607	72.1254	1.58514442880604	0.0333941388382176	218182	7286	0.0529345331341761	27449	1453	GLIS1_250
EBF1_67	71.1404574905607	72.0947	1.25907079903575	0.140103216580653	218182	30568	0.176399868847681	27449	4842	EBF1_67
ZNF350_817	70.7677574905607	71.722	1.3289535662188	0.0929315892236756	218182	20276	0.123501766913184	27449	3390	ZNF350_817
ATOH8_71	64.3783574905607	65.3326	1.27478651195024	0.11637073635772	218182	25390	0.148347845094539	27449	4072	ATOH8_71
MYOG_41	62.8143574905607	63.7686	1.23003226727301	0.153303205580662	218182	33448	0.188567889540603	27449	5176	MYOG_41
NHLH1_74	62.2752574905607	63.2295	1.29399703007231	0.100622416147987	218182	21954	0.130205107654195	27449	3574	NHLH1_74
LYL1_818	62.2752574905607	63.2295	1.29399703007231	0.100622416147987	218182	21954	0.130205107654195	27449	3574	LYL1_818
