	mlog10Padj	mlog10p	Enrichment	BackgroundProporition	nBackground	BackgroundFrequency	CompareProportion	nCompare	CompareFrequency	feature
HES2_19	1.12415749056068	2.0784	1.08365241119412	0.0262899780916849	218182	5736	0.0284891981492951	27449	782	HES2_19
IRF6_628	1.04815749056068	2.0024	1.12357999184894	0.0117699901916748	218182	2568	0.0132245254836242	27449	363	IRF6_628
GLI3_182	1.00945749056068	1.9637	1.04848360950838	0.0679295267253944	218182	14821	0.0712229953732376	27449	1955	GLI3_182
ZSCAN10_206	0.963757490560675	1.918	1.04765224041177	0.0678791101007416	218182	14810	0.0711137017741994	27449	1952	ZSCAN10_206
CUX1_294	0.880657490560675	1.8349	1.09352785841647	0.0177237352302206	218182	3867	0.0193813982294437	27449	532	CUX1_294
MYPOP_652	0.806757490560675	1.761	1.10382818409236	0.013630821974315	218182	2974	0.0150460854675944	27449	413	MYPOP_652
MYBL2_647	0.797957490560675	1.7522	1.13244323847394	0.00846082628264476	218182	1846	0.00958140551568363	27449	263	MYBL2_647
HES7_83	0.659357490560675	1.6136	1.06301404968117	0.0311528907059244	218182	6797	0.0331159605085795	27449	909	HES7_83
ARNT_57	0.604657490560675	1.5589	1.08865833130115	0.0153266538944551	218182	3344	0.0166854894531677	27449	458	ARNT_57
ARNTL2_16	0.589157490560675	1.5434	1.06730245634677	0.0256345619711984	218182	5593	0.0273598309592335	27449	751	ARNTL2_16
PAX1_708	0.541657490560675	1.4959	1.07032049316916	0.0224308146409878	218182	4894	0.0240081605887282	27449	659	PAX1_708
E2F8_314	0.540057490560675	1.4943	1.04715247683049	0.0479416267153111	218182	10460	0.0502021931582207	27449	1378	E2F8_314
ATF3_132	0.468057490560675	1.4223	1.05670735138042	0.0312353906371745	218182	6815	0.0330066669095413	27449	906	ATF3_132
RFX8_730	0.437857490560675	1.3921	1.03770232779777	0.0651245290628924	218182	14209	0.0675798754052971	27449	1855	RFX8_730
PAX9_710	0.401257490560675	1.3555	1.05847944759016	0.0272249773125189	218182	5940	0.0288170789464097	27449	791	PAX9_710
HNF1B_428	0.397257490560675	1.3515	1.03442799735673	0.073466188778176	218182	16029	0.0759954825312397	27449	2086	HNF1B_428
ETV3_328	0.387557490560675	1.3418	1.05916808937699	0.0261753948538376	218182	5711	0.0277241429560275	27449	761	ETV3_328
TLX1_425	0.299257490560675	1.2535	1.04404721167182	0.0409657991951673	218182	8938	0.042770228423622	27449	1174	TLX1_425
TLX3_505	0.299257490560675	1.2535	1.04404721167182	0.0409657991951673	218182	8938	0.042770228423622	27449	1174	TLX3_505
GRHL1_391	0.267457490560675	1.2217	1.06370845210218	0.0193508172076523	218182	4222	0.0205836278188641	27449	565	GRHL1_391
HOXB1_448	0.253857490560675	1.2081	1.04167432460233	0.0427028810809324	218182	9317	0.044482494808554	27449	1221	HOXB1_448
SPDEF_330	0.233957490560675	1.1882	1.0645489297034	0.0179666516944569	218182	3920	0.0191263798316879	27449	525	SPDEF_330
RFX5_727	0.192357490560675	1.1466	1.02594297984757	0.093852838455968	218182	20477	0.0962876607526686	27449	2643	RFX5_727
YY1_173	0.183457490560675	1.1377	1.03483721689343	0.0538632884472596	218182	11752	0.0557397355094903	27449	1530	YY1_173
RFX6_729	0.181257490560675	1.1355	1.02378731783821	0.1077861601782	218182	23517	0.110350103828919	27449	3029	RFX6_729
ENO1_803	0.0420574905606751	0.9963	1.02765658711956	0.0649457792118507	218182	14170	0.0667419578126708	27449	1832	ENO1_803
PTF1A_70	0.0365574905606751	0.9908	1.02097240752305	0.106227828143477	218182	23177	0.10845568144559	27449	2977	PTF1A_70
FEV_343	0.0267574905606751	0.981	1.04449083346201	0.0256712286073095	218182	5601	0.0268133629640424	27449	736	FEV_343
ARID3A_6	0	0	0.713422716558485	0.250373541355382	218182	54627	0.178622172028125	27449	4903	ARID3A_6
ARID5B_7	0	0	0.752167890527405	0.0418962150864874	218182	9141	0.0315129877226857	27449	865	ARID5B_7
ARID3B_8	0	0	0.832917127777162	0.0887470093774922	218182	19363	0.0739189041495136	27449	2029	ARID3B_8
ARID5A_9	0	0	0.694060208334543	0.0876057603285331	218182	19114	0.0608036722649277	27449	1669	ARID5A_9
ARID3C_10	0	0	0.76629428622559	0.10354658037785	218182	22592	0.0793471529017451	27449	2178	ARID3C_10
HMGA1_12	0	0	0.701957112434725	0.132343639713634	218182	28875	0.0928995591824839	27449	2550	HMGA1_12
HMGA2_13	0	0	0.768682714041734	0.0370149691541924	218182	8076	0.0284527669496157	27449	781	HMGA2_13
MLXIPL_15	0	0.0362	0.941967875707968	0.0175587353677205	218182	3831	0.0165397646544501	27449	454	MLXIPL_15
TFE3_18	0	0.064	0.96533139039606	0.0296633086139095	218182	6472	0.0286349229480127	27449	786	TFE3_18
TCF3_21	0	0.7576	1.01683838215297	0.0914328404726329	218182	19949	0.0929724215818427	27449	2552	TCF3_21
SREBF1_22	0	3e-04	0.928750385069014	0.0594274504771246	218182	12966	0.0551932675142992	27449	1515	SREBF1_22
USF2_26	0	0.5995	1.01830874453717	0.0425378812184323	218182	9281	0.0433166964188131	27449	1189	USF2_26
TFEC_27	0	0	0.777359736577887	0.0353833038472468	218182	7720	0.0275055557579511	27449	755	TFEC_27
MLX_29	0	0.0871	0.963288484773351	0.0181912348406376	218182	3969	0.017523407045794	27449	481	MLX_29
MYF6_30	0	0.0325	0.966751642964247	0.0565262028948309	218182	12333	0.0546467995191082	27449	1500	MYF6_30
TFEB_32	0	0	0.8300341389357	0.0336645552795373	218182	7345	0.027942730154104	27449	767	TFEB_32
HAND1_33	0	0.158	0.989554241397891	0.0678882767597694	218182	14812	0.0671791322088236	27449	1844	HAND1_33
TCF21_39	0	0.0246	0.96546571162623	0.0625257812285156	218182	13642	0.0603664978687748	27449	1657	TCF21_39
NEUROG3_43	0	0.0524	0.960361033791789	0.0276924769229359	218182	6042	0.026594775765966	27449	730	NEUROG3_43
BHLHE23_45	0	0.0167	0.937600082398903	0.0243237297302252	218182	5307	0.0228059309993078	27449	626	BHLHE23_45
TCF15_46	0	1e-04	0.934334247988559	0.0777882685097762	218182	16972	0.0726802433604139	27449	1995	TCF15_46
ARNTL_50	0	0.0213	0.935133177464946	0.019790816840986	218182	4318	0.018507049437138	27449	508	ARNTL_50
CLOCK_53	0	0.0601	0.95514267606399	0.0189566508694576	218182	4136	0.0181063062406645	27449	497	CLOCK_53
USF1_60	0	0.3289	1.00235367697465	0.044632462806281	218182	9738	0.0447375132063099	27449	1228	USF1_60
TCF23_64	0	0.355	1.00537078565692	0.0281920598399501	218182	6151	0.0283434733505774	27449	778	TCF23_64
HAND2_66	0	0.158	0.989554241397891	0.0678882767597694	218182	14812	0.0671791322088236	27449	1844	HAND2_66
NEUROD2_73	0	0.1011	0.970377852731957	0.0223758146868211	218182	4882	0.0217129950089256	27449	596	NEUROD2_73
NPAS4_77	0	0.5768	1.03795243217165	0.00944165879861767	218182	2060	0.00979999271376006	27449	269	NPAS4_77
OLIG3_79	0	0	0.86754264784662	0.030025391645507	218182	6551	0.0260483077707749	27449	715	OLIG3_79
NEUROG2_81	0	0.1483	0.984106591100542	0.0355758036868303	218182	7762	0.0350103828919086	27449	961	NEUROG2_81
MSC_82	0	0.0249	0.969391077246523	0.077756185203179	218182	16965	0.0753761521366899	27449	2069	MSC_82
ATOH7_84	0	0	0.865234065436161	0.0322528897892585	218182	7037	0.0279062989544246	27449	766	ATOH7_84
BHLHA15_85	0	0.0676	0.961528065538553	0.0227333143889047	218182	4960	0.0218587198076433	27449	600	BHLHA15_85
BHLHE22_86	0	0	0.846504580845131	0.0316753902705081	218182	6911	0.0268133629640424	27449	736	BHLHE22_86
NEUROG1_87	0	9e-04	0.908629639133393	0.0291087257427285	218182	6351	0.0264490509672484	27449	726	NEUROG1_87
FIGLA_88	0	0.2862	0.99936184930581	0.0850482624597813	218182	18556	0.0849939888520529	27449	2333	FIGLA_88
OLIG1_90	0	0.0049	0.919094084615769	0.023782896847586	218182	5189	0.0218587198076433	27449	600	OLIG1_90
MITF_91	0	0	0.696950197490448	0.064294946420878	218182	14028	0.0448103756056687	27449	1230	MITF_91
ENSG00000187728_92	0	0.0246	0.96546571162623	0.0625257812285156	218182	13642	0.0603664978687748	27449	1657	ENSG00000187728_92
SCXB_93	0	1e-04	0.934334247988559	0.0777882685097762	218182	16972	0.0726802433604139	27449	1995	SCXB_93
SCXA_96	0	1e-04	0.934334247988559	0.0777882685097762	218182	16972	0.0726802433604139	27449	1995	SCXA_96
HES5_98	0	0.6378	1.02465777549713	0.0290124758229368	218182	6330	0.0297278589383948	27449	816	HES5_98
SREBF2_99	0	0	0.864459517969899	0.0596749502708748	218182	13020	0.0515865787460381	27449	1416	SREBF2_99
OLIG2_100	0	0	0.871338473605034	0.0273441438798801	218182	5966	0.0238260045903312	27449	654	OLIG2_100
TWIST2_101	0	0	0.849205354167441	0.0416991319173901	218182	9098	0.0354111260883821	27449	972	TWIST2_101
MGA_103	0	0	0.90700523398492	0.0620170316524736	218182	13531	0.056249772305002	27449	1544	MGA_103
CREB3L3_104	0	0.1917	0.988796430654307	0.0304699746083545	218182	6648	0.0301286021348683	27449	827	CREB3L3_104
FOSL2_105	0	0	0.282463149145519	0.128589892841756	218182	28056	0.0363219060803672	27449	997	FOSL2_105
NFE2L1_106	0	0	0.733980616821141	0.0558891200923999	218182	12194	0.0410215308390105	27449	1126	NFE2L1_106
CEBPE_107	0	0	0.784032718843166	0.0154733204388996	218182	3376	0.012131589493242	27449	333	CEBPE_107
CREM_108	0	0.2125	0.992449163666175	0.0403057997451669	218182	8794	0.0400014572479872	27449	1098	CREM_108
XBP1_109	0	0.9362	1.04827142313301	0.0199833166805694	218182	4360	0.0209479398156581	27449	575	XBP1_109
DBP_110	0	0	0.621529749082457	0.0188741509382076	218182	4118	0.0117308462967686	27449	322	DBP_110
CREB3_111	0	0.1917	0.988796430654307	0.0304699746083545	218182	6648	0.0301286021348683	27449	827	CREB3_111
HLF_112	0	0	0.695857931448057	0.0271195607336994	218182	5917	0.018871361433932	27449	518	HLF_112
BACH2_113	0	0	0.336475605390762	0.0979870016774986	218182	21379	0.0329702357098619	27449	905	BACH2_113
ATF2_114	0	0.0276	0.884729417242251	0.00522957897535085	218182	1141	0.00462676235928449	27449	127	ATF2_114
NFE2L2_115	0	0	0.592329373946417	0.10209824825146	218182	22276	0.060475791467813	27449	1660	NFE2L2_115
NFE2_119	0	0	0.558738696790562	0.104715329403892	218182	22847	0.0585085066851251	27449	1606	NFE2_119
BATF3_120	0	0	0.862168964573572	0.0244658129451559	218182	5338	0.0210936646143757	27449	579	BATF3_120
FOSB_121	0	0	0.369975522196445	0.112254906454245	218182	24492	0.0415315676345222	27449	1140	FOSB_121
ATF4_122	0	0	0.646556513646104	0.04085121595732	218182	8913	0.0264126197675689	27449	725	ATF4_122
NRL_123	0	0	0.667335698292017	0.0729895225087312	218182	15925	0.0487085139713651	27449	1337	NRL_123
JUND_124	0	0	0.281763295277805	0.130331558057035	218182	28436	0.0367226492768407	27449	1008	JUND_124
JDP2_125	0	0	0.297880139350889	0.0894024254979787	218182	19506	0.0266312069656454	27449	731	JDP2_125
CREB3L4_126	0	0.1917	0.988796430654307	0.0304699746083545	218182	6648	0.0301286021348683	27449	827	CREB3L4_126
CREB5_127	0	0	0.870855896979907	0.0285724761896032	218182	6234	0.0248825093810339	27449	683	CREB5_127
CEBPG_128	0	0	0.717069697819196	0.019153734038555	218182	4179	0.0137345622791359	27449	377	CEBPG_128
BATF_129	0	0	0.483855746287219	0.0853828455142954	218182	18629	0.0413129804364458	27449	1134	BATF_129
BACH1_130	0	0	0.308455329617349	0.114092821589315	218182	24893	0.0351925388903057	27449	966	BACH1_130
CREB3L1_131	0	0.812	1.0333831636468	0.0298603917830068	218182	6515	0.0308572261284564	27449	847	CREB3L1_131
NFIL3_133	0	0	0.654947802942307	0.0314278904767579	218182	6857	0.0205836278188641	27449	565	NFIL3_133
TEF_134	0	0	0.613931107508424	0.0359012200823166	218182	7833	0.0220408758060403	27449	605	TEF_134
ATF5_136	0	0	0.881227393267421	0.130514891237591	218182	28476	0.115013297387883	27449	3157	ATF5_136
FOS_137	0	0	0.297891331403025	0.137339468883776	218182	29965	0.0409122372399723	27449	1123	FOS_137
ATF7_138	0	0	0.864800680087096	0.0222428981309182	218182	4853	0.0192356734307261	27449	528	ATF7_138
JUNB_139	0	0	0.285838830344537	0.13548322043065	218182	29560	0.038726365259208	27449	1063	JUNB_139
CEBPB_140	0	0	0.696368665423247	0.0385045512462073	218182	8401	0.0268133629640424	27449	736	CEBPB_140
DDIT3_141	0	0	0.825340743111029	0.0491287090594091	218182	10719	0.0405479252431783	27449	1113	DDIT3_141
FOSL1_142	0	0	0.293354259097116	0.134992804172663	218182	29453	0.0396007140515137	27449	1087	FOSL1_142
JUN_143	0	0	0.28612984281576	0.132416972985856	218182	28891	0.0378884476665817	27449	1040	JUN_143
MAF_144	0	0	0.797851169367936	0.0573053689121926	218182	12503	0.0457211555976538	27449	1255	MAF_144
MAFF_147	0	0	0.613697682459056	0.0891045090795758	218182	19441	0.0546832307187876	27449	1501	MAFF_147
MAFG_148	0	0	0.586971329844561	0.0490324591396174	218182	10698	0.0287806477467303	27449	790	MAFG_148
MAFK_149	0	0	0.656522037752039	0.100439082967431	218182	21914	0.0659404714197239	27449	1810	MAFK_149
MAFB_150	0	0	0.883049190734741	0.0612653656121953	218182	13367	0.0541003315239171	27449	1485	MAFB_150
CEBPD_152	0	0	0.680906013811477	0.053932038389968	218182	11767	0.0367226492768407	27449	1008	CEBPD_152
CEBPA_155	0	0	0.695814647615561	0.0633003639163634	218182	13811	0.0440453204124012	27449	1209	CEBPA_155
ENSG00000250542_156	0	5e-04	0.752680034098996	0.00440457966285028	218182	961	0.0033152391708259	27449	91	ENSG00000250542_156
ZEB1_157	0	0.4763	1.00709393216965	0.108161993198339	218182	23599	0.108929287041422	27449	2990	ZEB1_157
SNAI2_161	0	0	0.884595555784494	0.0915932570056192	218182	19984	0.0810229880869977	27449	2224	SNAI2_161
PRDM1_163	0	0	0.797837012533483	0.178859850950124	218182	39024	0.142701009144231	27449	3917	PRDM1_163
MECOM_169	0	0	0.657888714569583	0.0567049527458727	218182	12372	0.0373055484717112	27449	1024	MECOM_169
ZKSCAN1_181	0	0	0.777557071663968	0.0298924750896041	218182	6522	0.0232431053954607	27449	638	ZKSCAN1_181
BCL6_187	0	0	0.769903055258489	0.091515340403883	218182	19967	0.0704579401799701	27449	1934	BCL6_187
ZBTB47_188	0	0	0.90554035539327	0.0525020395816337	218182	11455	0.0475427155816241	27449	1305	ZBTB47_188
ZNF410_193	0	0	0.714167487642923	0.0349433042139132	218182	7624	0.0249553717803927	27449	685	ZNF410_193
BCL11A_194	0	0	0.819916771389752	0.181330265558112	218182	39563	0.148675725891654	27449	4081	BCL11A_194
IKZF4_197	0	0.0539	0.971291773102271	0.0506732911055907	218182	11056	0.0492185507668768	27449	1351	IKZF4_197
ZNF384_202	0	0	0.88597179662402	0.0783336847219294	218182	17091	0.0694014353892674	27449	1905	ZNF384_202
FEZF1_204	0	0	0.795921975016713	0.0791403507163744	218182	17267	0.062989544245692	27449	1729	FEZF1_204
PRDM16_211	0	0	0.654696610978084	0.0663299447250461	218182	14472	0.0434259900178513	27449	1192	PRDM16_211
OSR1_212	0	0	0.874422847793271	0.039746633544472	218182	8672	0.0347553644941528	27449	954	OSR1_212
FEZF2_214	0	0	0.795921975016713	0.0791403507163744	218182	17267	0.062989544245692	27449	1729	FEZF2_214
ZNF333_217	0	0	0.788741624061443	0.0309466408777993	218182	6752	0.0244089037852016	27449	670	ZNF333_217
BCL6B_218	0	0	0.860654719778395	0.0645103629080309	218182	14075	0.0555211483114139	27449	1524	BCL6B_218
ZNF75A_219	0	4e-04	0.947314581652472	0.0967586693677755	218182	21111	0.0916608983933841	27449	2516	ZNF75A_219
GFI1_220	0	0	0.787076031611263	0.0828070143274881	218182	18067	0.0651754162264563	27449	1789	GFI1_220
ZNF691_224	0	0.0448	0.965929171758811	0.0426570477857935	218182	9307	0.0412036868374076	27449	1131	ZNF691_224
OSR2_227	0	0	0.806919401603101	0.0344483046264128	218182	7516	0.0277970053553864	27449	763	OSR2_227
GFI1B_228	0	0	0.797521606199201	0.0712616072819939	218182	15548	0.0568326714998725	27449	1560	GFI1B_228
ZNF143_231	0	0.1457	0.987706872599599	0.0612653656121953	218182	13367	0.0605122226674924	27449	1661	ZNF143_231
ZNF232_233	0	0	0.724879284131046	0.0567416193819838	218182	12380	0.0411308244380487	27449	1129	ZNF232_233
ZNF32_237	0	0	0.660352440557044	0.0492662089448259	218182	10749	0.0325330613137091	27449	893	ZNF32_237
ZNF35_239	0	0	0.758073076043002	0.166856110953241	218182	36405	0.126489125286896	27449	3472	ZNF35_239
ZNF282_240	0	0.288	0.999385830038379	0.0596016169986525	218182	13004	0.0595650114758279	27449	1635	ZNF282_240
ZNF274_244	0	0	0.839045869411693	0.0857540952049207	218182	18710	0.0719516193668257	27449	1975	ZNF274_244
OVOL1_246	0	0	0.81757357801221	0.0376978852517623	218182	8225	0.030820794928777	27449	846	OVOL1_246
ZNF683_253	0	0	0.777925753830369	0.140025299978917	218182	30551	0.108929287041422	27449	2990	ZNF683_253
ZNF354C_256	0	0	0.870995228642947	0.182031514973738	218182	39716	0.158548581004772	27449	4352	ZNF354C_256
ZNF713_257	0	0	0.830490165451596	0.0753636871969273	218182	16443	0.0625888010492185	27449	1718	ZNF713_257
ZNF238_260	0	0	0.900956247370337	0.0785674345271379	218182	17142	0.0707858209770848	27449	1943	ZNF238_260
ZBTB42_261	0	0	0.900956247370337	0.0785674345271379	218182	17142	0.0707858209770848	27449	1943	ZBTB42_261
ZNF784_262	0	0.0014	0.91723716978424	0.0320924732562723	218182	7002	0.0294364093409596	27449	808	ZNF784_262
ZSCAN4_263	0	2e-04	0.937711200473024	0.083957430035475	218182	18318	0.0787278225071952	27449	2161	ZSCAN4_263
SNAI3_268	0	0	0.908144492393475	0.0692403589663675	218182	15107	0.0628802506466538	27449	1726	SNAI3_268
ZBTB3_269	0	0	0.807020650288568	0.143238213968155	218182	31252	0.115596196582753	27449	3173	ZBTB3_269
IKZF1_270	0	0.0539	0.971291773102271	0.0506732911055907	218182	11056	0.0492185507668768	27449	1351	IKZF1_270
ZNF75D_272	0	4e-04	0.947314581652472	0.0967586693677755	218182	21111	0.0916608983933841	27449	2516	ZNF75D_272
ZSCAN16_277	0	0	0.865462092448428	0.062594531171224	218182	13657	0.0541731939232759	27449	1487	ZSCAN16_277
ZNF652_278	0	0	0.90554035539327	0.0525020395816337	218182	11455	0.0475427155816241	27449	1305	ZNF652_278
ZBTB12_280	0	0	0.796968038401607	0.0380783016014153	218182	8308	0.0303471893329447	27449	833	ZBTB12_280
AL8448538_281	0	0	0.796968038401607	0.0380783016014153	218182	8308	0.0303471893329447	27449	833	AL8448538_281
CR7597843_285	0	0	0.796968038401607	0.0380783016014153	218182	8308	0.0303471893329447	27449	833	CR7597843_285
CR3882194_286	0	0	0.796968038401607	0.0380783016014153	218182	8308	0.0303471893329447	27449	833	CR3882194_286
AL66283413_287	0	0	0.796968038401607	0.0380783016014153	218182	8308	0.0303471893329447	27449	833	AL66283413_287
NFYA_288	0	0	0.884718568181497	0.0500316249736459	218182	10916	0.0442639076104776	27449	1215	NFYA_288
RBPJ_291	0	0.0484	0.976720002813004	0.0826557644535296	218182	18034	0.0807315384895625	27449	2216	RBPJ_291
CUX2_292	0	0	0.776063219746689	0.0242228964809196	218182	5285	0.0187984990345732	27449	516	CUX2_292
ONECUT2_293	0	0	0.878969604915562	0.0663161947365044	218182	14469	0.0582899194870487	27449	1600	ONECUT2_293
ONECUT1_295	0	0	0.872010615515349	0.0699370250524791	218182	15259	0.0609858282633247	27449	1674	ONECUT1_295
ONECUT3_296	0	0	0.814144516070709	0.0908828409309659	218182	19829	0.0739917665488724	27449	2031	ONECUT3_296
LIN54_297	0	0	0.716676531713327	0.0877386768844359	218182	19143	0.0628802506466538	27449	1726	LIN54_297
KDM2B_299	0	0.1631	0.972720455719425	0.00895124254063122	218182	1953	0.0087070567233779	27449	239	KDM2B_299
TET1_302	0	0.1324	0.958462903306067	0.00661374448854626	218182	1443	0.00633902874421655	27449	174	TET1_302
DMRT3_304	0	0	0.695780530379735	0.0413645488628759	218182	9025	0.0287806477467303	27449	790	DMRT3_304
DMRT1_305	0	0	0.705475752853582	0.0446691294423921	218182	9746	0.0315129877226857	27449	865	DMRT1_305
DMRTA2_306	0	0	0.726598395493029	0.0513928738392718	218182	11213	0.0373419796713906	27449	1025	DMRTA2_306
DMRT2_307	0	0	0.759749601649307	0.0697216085653262	218182	15212	0.0529709643338555	27449	1454	DMRT2_307
E2F3_313	0	1e-04	0.891685143543298	0.0299887250093958	218182	6543	0.0267405005646836	27449	734	E2F3_313
E2F7_316	0	0.0851	0.973943052419024	0.0371066357444702	218182	8096	0.0361397500819702	27449	992	E2F7_316
BRCA1_319	0	0	0.837876453605178	0.0536982885847595	218182	11716	0.0449925316040657	27449	1235	BRCA1_319
ETV7_321	0	0	0.855325893302817	0.0765828528476226	218182	16709	0.065503297023571	27449	1798	ETV7_321
SPI1_322	0	0	0.867628787005382	0.214985654178622	218182	46906	0.186527742358556	27449	5120	SPI1_322
ELF4_323	0	0.0109	0.949041034394482	0.0440687132760723	218182	9615	0.0418230172319575	27449	1148	ELF4_323
ETV2_324	0	0	0.843801873139358	0.0396778836017637	218182	8657	0.0334802725053736	27449	919	ETV2_324
ERF_325	0	0.0796	0.971871431409837	0.034824137646552	218182	7598	0.0338445845021677	27449	929	ERF_325
ELF2_326	0	0.0899	0.987242532780034	0.131518640401133	218182	28695	0.129840795657401	27449	3564	ELF2_326
ETS1_332	0	0.092	0.973440802633721	0.0321108065743279	218182	7006	0.0312579693249299	27449	858	ETS1_332
EHF_333	0	0	0.868569556699286	0.0462641281132266	218182	10094	0.0401836132463842	27449	1103	EHF_333
ELF5_334	0	0	0.821842077389489	0.0700836915969237	218182	15291	0.05759772669314	27449	1581	ELF5_334
SPIB_336	0	0	0.80670370794397	0.0987661676948603	218182	21549	0.0796750336988597	27449	2187	SPIB_336
FLI1_337	0	0.902	1.03757231058697	0.0299153917371736	218182	6527	0.0310393821268534	27449	852	FLI1_337
ERG_339	0	0.0672	0.967480973613798	0.0319320567232861	218182	6967	0.0308936573281358	27449	848	ERG_339
ELF3_342	0	0	0.84435453793666	0.0473320438899634	218182	10327	0.0399650260483078	27449	1097	ELF3_342
SPIC_344	0	0	0.778281960671119	0.105462412114657	218182	23010	0.0820794928777005	27449	2253	SPIC_344
ENSG00000235187_346	0	0.01	0.934829365516451	0.0282149764875196	218182	6156	0.0263761885678895	27449	724	ENSG00000235187_346
FOXP3_348	0	0	0.853758034769107	0.100704916079237	218182	21972	0.0859776312433968	27449	2360	FOXP3_348
FOXC1_349	0	0	0.782037080168186	0.102254081454932	218182	22310	0.079966483296295	27449	2195	FOXC1_349
FOXJ2_350	0	0	0.764618825216501	0.177672768606026	218182	38765	0.135851943604503	27449	3729	FOXJ2_350
FOXF1_351	0	0	0.777772215326864	0.123846146794878	218182	27021	0.096324091952348	27449	2644	FOXF1_351
FOXM1_352	0	0	0.776925397927911	0.160040699966083	218182	34918	0.124339684505811	27449	3413	FOXM1_352
FOXP1_353	0	0	0.784905742276011	0.09036950802541	218182	19717	0.0709315457758024	27449	1947	FOXP1_353
FOXO3_354	0	0	0.807247479445533	0.0561870365108029	218182	12259	0.0453568436008598	27449	1245	FOXO3_354
FOXA2_355	0	0	0.7756350095397	0.173552355373037	218182	37866	0.134613282815403	27449	3695	FOXA2_355
FOXP2_356	0	0	0.805223869138864	0.1202573997855	218182	26238	0.0968341287478597	27449	2658	FOXP2_356
FOXA1_357	0	0	0.80014812985101	0.14751904373413	218182	32186	0.118037086961274	27449	3240	FOXA1_357
FOXP4_358	0	0	0.784905742276011	0.09036950802541	218182	19717	0.0709315457758024	27449	1947	FOXP4_358
FOXF2_359	0	0	0.767340483559103	0.0818032651639457	218182	17848	0.0627709570476156	27449	1723	FOXF2_359
FOXK2_360	0	0	0.754716405682891	0.0672420272983106	218182	14671	0.0507486611534118	27449	1393	FOXK2_360
FOXO1_361	0	0	0.807247479445533	0.0561870365108029	218182	12259	0.0453568436008598	27449	1245	FOXO1_361
FOXH1_362	0	0	0.822942127513586	0.0618886984260846	218182	13503	0.0509308171518088	27449	1398	FOXH1_362
FOXQ1_363	0	0	0.74137641683111	0.102849914291738	218182	22440	0.0762505009289956	27449	2093	FOXQ1_363
FOXK1_364	0	0	0.791817747968402	0.0992886672594439	218182	21663	0.0786185289081569	27449	2158	FOXK1_364
FOXI1_365	0	0	0.777350623447024	0.168295276420603	218182	36719	0.130824438048745	27449	3591	FOXI1_365
FOXA3_366	0	0	0.775004580766896	0.182719014400821	218182	39866	0.141608073153849	27449	3887	FOXA3_366
FOXB1_367	0	0	0.77221816123092	0.130634057804952	218182	28502	0.100877991912274	27449	2769	FOXB1_367
FOXG1_368	0	0	0.807247479445533	0.0561870365108029	218182	12259	0.0453568436008598	27449	1245	FOXG1_368
FOXL1_369	0	0	0.758211947484553	0.0419466317111402	218182	9152	0.0318044373201209	27449	873	FOXL1_369
FOXC2_370	0	0	0.72010165844057	0.0767982693347756	218182	16756	0.0553025611133375	27449	1518	FOXC2_370
FOXE1_371	0	0	0.748010659659515	0.183273597272002	218182	39987	0.137090604393603	27449	3763	FOXE1_371
FOXS1_372	0	0	0.743964214952587	0.150236958135868	218182	32779	0.111770920616416	27449	3068	FOXS1_372
FOXO4_373	0	0	0.798539015360355	0.114968237526469	218182	25084	0.0918066231921017	27449	2520	FOXO4_373
FOXD2_374	0	0	0.726349200727593	0.12288364759696	218182	26811	0.0892564392145433	27449	2450	FOXD2_374
FOXI2_375	0	0	0.738826260983662	0.14718904400913	218182	32114	0.108747131043025	27449	2985	FOXI2_375
FOXE3_376	0	0	0.807247479445533	0.0561870365108029	218182	12259	0.0453568436008598	27449	1245	FOXE3_376
FOXD3_377	0	0	0.806360569668335	0.165086945760879	218182	36019	0.133119603628547	27449	3654	FOXD3_377
FOXJ3_378	0	0	0.754716405682891	0.0672420272983106	218182	14671	0.0507486611534118	27449	1393	FOXJ3_378
FOXO6_379	0	0	0.789930875493897	0.0480103766580195	218182	10475	0.0379248788662611	27449	1041	FOXO6_379
FOXB2_380	0	0	0.780754458590778	0.137371552190373	218182	29972	0.10725345185617	27449	2944	FOXB2_380
KIAA0415_381	0	0	0.791817747968402	0.0992886672594439	218182	21663	0.0786185289081569	27449	2158	KIAA0415_381
FOXD1_382	0	0	0.807247479445533	0.0561870365108029	218182	12259	0.0453568436008598	27449	1245	FOXD1_382
GATA1_383	0	0	0.838915860169155	0.0570624524479563	218182	12450	0.0478705963787388	27449	1314	GATA1_383
GATA3_384	0	0	0.777199574159755	0.0422812147656544	218182	9225	0.0328609421108237	27449	902	GATA3_384
GATA5_385	0	0	0.769754093756668	0.0375787186844011	218182	8199	0.0289263725454479	27449	794	GATA5_385
GATA4_386	0	0	0.726429762741949	0.0640428632976139	218182	13973	0.0465226419906008	27449	1277	GATA4_386
GATA6_387	0	0	0.790663557841348	0.0451091290757258	218182	9842	0.0356661444861379	27449	979	GATA6_387
GATA2_388	0	0	0.781009255743326	0.0660045283295597	218182	14401	0.0515501475463587	27449	1415	GATA2_388
UBP1_393	0	0	0.907920828261125	0.130569891191757	218182	28488	0.118547123756785	27449	3254	UBP1_393
ARX_394	0	0	0.739666688194542	0.0654086954927538	218182	14271	0.0483806331742504	27449	1328	ARX_394
HOXA11_395	0	0	0.78105402495357	0.0414195488170426	218182	9037	0.032350905315312	27449	888	HOXA11_395
