baitID	preyID	N
96744	96785	5
96744	96870	5
96744	96822	5
96744	96915	5
96744	96634	5
96744	96687	5
96744	96632	5
96744	96704	5
96744	96904	5
96744	96615	5
96744	96654	5
96744	96928	5
96744	96923	5
96744	96715	5
96744	96874	5
96744	96729	5
96744	96717	5
96744	96903	5
96744	96771	5
116442	116355	5
116442	116407	5
116442	116344	5
116442	116371	5
116442	116513	5
116442	116421	5
116442	116417	5
116442	116291	5
116442	116347	5
116442	116481	5
116442	116468	5
122846	122839	5
122846	122933	5
122846	122847	5
158037	158096	5
158037	158078	5
234583	234640	5
234583	234530	5
234583	234521	5
234583	234676	5
234583	234730	5
234583	234692	5
234583	234612	5
234583	234524	5
234583	234618	5
234583	234627	5
234583	234632	5
234583	234672	5
234583	234665	5
234583	234774	5
252022	252020	5
252022	252011	5
252022	251980	5
252022	251986	5
252022	252009	5
252022	251988	5
252022	252015	5
252022	252036	5
252022	252004	5
255348	255384	5
255348	255358	5
255348	255360	5
255348	255359	5
255348	255402	5
280227	280261	5
280227	280209	5
280227	280240	5
436209	436215	5
465996	466029	5
465996	466020	5
465996	466038	5
465996	465923	5
465996	465965	5
465996	466008	5
465996	465911	5
465996	465972	5
465996	466035	5
465996	465963	5
465996	465930	5
577412	577410	5
577412	577415	5
577412	578062	5
608973	609672	5
608973	608915	5
608973	609852	5
608973	608943	5
608973	609507	5
608973	608898	5
608973	609249	5
608973	609013	5
608973	608867	5
608973	609858	5
608973	608892	5
608973	608928	5
608973	608896	5
608973	609219	5
608973	609872	5
608973	609062	5
608973	608917	5
608973	609088	5
608973	609071	5
608973	609871	5
608973	609670	5
608973	608914	5
608973	609176	5
608973	608924	5
608973	609356	5
608973	609001	5
613959	613946	5
613959	613970	5
667136	667130	5
754400	754460	5
754400	754352	5
754400	754459	5
754400	754440	5
754400	754491	5
754400	754468	5
754400	754310	5
754400	754489	5
754400	754462	5
754400	754370	5
754400	754478	5
754400	754423	5
754400	754363	5
754400	754389	5
754400	754412	5
754400	754458	5
754400	754481	5
754400	754413	5
754400	754452	5
754400	754427	5
754400	754467	5
754400	754369	5
754400	754409	5
754400	754358	5
777250	777258	5
777250	777263	5
777254	777261	5
52174	52227	4
52174	52090	4
52174	52182	4
52174	52196	4
52174	52152	4
52174	52156	4
52174	52092	4
52174	52161	4
52174	52069	4
52174	52102	4
52174	52076	4
67868	67943	4
67868	67831	4
67868	67958	4
67868	67978	4
67868	67957	4
67868	67900	4
67868	67959	4
67868	68223	4
67868	67839	4
67868	67934	4
67868	68060	4
67868	68012	4
67868	67861	4
67868	68100	4
67868	68033	4
67868	67971	4
67868	68067	4
67868	67945	4
67868	67912	4
67868	68062	4
67868	67836	4
67868	67951	4
96744	96653	4
96744	96628	4
96744	96780	4
96744	96883	4
96744	96725	4
96744	96857	4
96744	96832	4
96744	96610	4
96744	96707	4
96744	96686	4
96744	96620	4
96744	96713	4
96744	96849	4
96744	96656	4
96744	96815	4
96744	96714	4
96744	96722	4
96744	96668	4
96744	96616	4
96744	96880	4
96744	96641	4
96744	96917	4
96744	96816	4
96744	96830	4
96744	96645	4
96744	96683	4
96744	96631	4
96744	96651	4
96744	96910	4
96744	96909	4
96744	96663	4
96744	96678	4
96744	96790	4
96744	96650	4
116442	116467	4
116442	116339	4
116442	116504	4
116442	116535	4
116442	116349	4
116442	116350	4
116442	116523	4
116442	116185	4
116442	116411	4
116442	116373	4
116442	116516	4
116442	116478	4
116442	116402	4
116442	116557	4
116442	116319	4
116442	116269	4
116442	116549	4
116442	116399	4
122846	122874	4
122846	122836	4
122846	122852	4
122846	122835	4
122846	122855	4
122846	122856	4
122846	122854	4
158037	158110	4
188056	187968	4
234583	234498	4
234583	234710	4
234583	234548	4
234583	234662	4
234583	234673	4
234583	234708	4
234583	234637	4
234583	234543	4
234583	234712	4
234583	234508	4
234583	234687	4
234583	234694	4
234583	234405	4
234583	234536	4
234583	234555	4
234583	234509	4
234583	234853	4
234583	234535	4
234583	234696	4
234583	234642	4
234583	234852	4
234583	234865	4
234583	234534	4
234583	234519	4
234583	234562	4
234583	234772	4
234583	234671	4
234583	234745	4
234583	234697	4
234583	234704	4
234583	234551	4
234583	234657	4
234583	234664	4
252022	251971	4
252022	252017	4
252022	252013	4
252022	251933	4
252022	252007	4
252022	251941	4
252022	251989	4
252022	251869	4
252022	252018	4
252022	251959	4
252022	252037	4
252022	252003	4
252022	251925	4
252022	251960	4
252022	252053	4
252022	251918	4
252022	252038	4
252022	251956	4
252022	251962	4
252022	252044	4
255348	255353	4
255348	255352	4
255348	255311	4
255348	255279	4
255348	255397	4
255348	255391	4
255348	255382	4
255348	255381	4
255348	255388	4
255348	255314	4
255348	255322	4
280227	280208	4
280227	280232	4
436209	436423	4
436209	436258	4
436209	436218	4
465996	466022	4
465996	465959	4
465996	465955	4
465996	466149	4
465996	466027	4
465996	465961	4
465996	465953	4
465996	466034	4
465996	466009	4
485207	485167	4
577412	577510	4
608973	608886	4
608973	609686	4
608973	609068	4
608973	609053	4
608973	608918	4
608973	608889	4
608973	608891	4
608973	608932	4
608973	609054	4
608973	608995	4
608973	608869	4
608973	609707	4
608973	609083	4
608973	609824	4
608973	608964	4
608973	608865	4
608973	609072	4
608973	608862	4
608973	609000	4
608973	609642	4
608973	608837	4
608973	608913	4
608973	609034	4
608973	609413	4
608973	608955	4
608973	609199	4
608973	609890	4
608973	609008	4
608973	608897	4
608973	609204	4
608973	609673	4
608973	609024	4
608973	609030	4
608973	609460	4
608973	608342	4
608973	608996	4
608973	609245	4
608973	609706	4
608973	609294	4
608973	609877	4
608973	609033	4
608973	609167	4
608973	609141	4
608973	609045	4
608973	609029	4
608973	609118	4
608973	608881	4
608973	609643	4
608973	609212	4
608973	608798	4
608973	608888	4
608973	609268	4
608973	609049	4
608973	608887	4
608973	609077	4
608973	609081	4
608973	608851	4
608973	609036	4
608973	608987	4
608973	608945	4
608973	609955	4
608973	609022	4
613959	613966	4
613959	613871	4
613959	613964	4
613959	613933	4
613959	613896	4
613959	613869	4
613959	613941	4
667136	667127	4
667136	667210	4
754400	754359	4
754400	754494	4
754400	754513	4
754400	754476	4
754400	754470	4
754400	754453	4
754400	754315	4
754400	754484	4
754400	754485	4
754400	754503	4
754400	754390	4
754400	754498	4
754400	754518	4
754400	754383	4
754400	754493	4
754400	754511	4
754400	754385	4
754400	754487	4
754400	754447	4
754400	754465	4
754400	754437	4
754400	754377	4
754400	754366	4
754400	754384	4
777249	777253	4
777254	777232	4
777249	777254	4
777254	777258	4
777254	777269	4
52174	52189	3
52174	52084	3
52174	52124	3
52174	52140	3
52174	52075	3
52174	52166	3
52174	52194	3
52174	52223	3
52174	52035	3
52174	52012	3
52174	52142	3
52174	51982	3
52174	52082	3
52174	52097	3
52174	52184	3
52174	52072	3
52174	52094	3
52174	52070	3
67868	67936	3
67868	67981	3
67868	68001	3
67868	67809	3
67868	67966	3
67868	68006	3
67868	67852	3
67868	68059	3
67868	67927	3
67868	67994	3
67868	67997	3
67868	67999	3
67868	67854	3
67868	68032	3
67868	67845	3
67868	67807	3
67868	68024	3
67868	67969	3
67868	67910	3
67868	68035	3
67868	67896	3
67868	67953	3
67868	67667	3
67868	68043	3
67868	67916	3
67868	67976	3
67868	67931	3
67868	67838	3
67868	67964	3
67868	67848	3
67868	67818	3
67868	66057	3
67868	68438	3
67868	68053	3
67868	68011	3
67868	68015	3
67868	68063	3
67868	67954	3
67868	67906	3
96744	96619	3
96744	96724	3
96744	96618	3
96744	96908	3
96744	96861	3
96744	96963	3
96744	96594	3
96744	96614	3
96744	96638	3
96744	96888	3
96744	96819	3
96744	96177	3
96744	97113	3
96744	96637	3
96744	96813	3
96744	96680	3
96744	96878	3
96744	96613	3
96744	96449	3
96744	96851	3
96744	96899	3
96744	96673	3
96744	96682	3
96744	96617	3
96744	96571	3
96744	96821	3
96744	96831	3
96744	96662	3
96744	96792	3
96744	96845	3
96744	96625	3
96744	96642	3
96744	96667	3
96744	96937	3
96744	96841	3
96744	96612	3
96744	96817	3
96744	96824	3
96744	96569	3
96744	97076	3
116442	116343	3
116442	116276	3
116442	116305	3
116442	116501	3
116442	116267	3
116442	116554	3
116442	116518	3
116442	116233	3
116442	116385	3
116442	116354	3
116442	116366	3
116442	116332	3
116442	116573	3
116442	116260	3
116442	116325	3
116442	116314	3
116442	116277	3
116442	116306	3
116442	116312	3
116442	116345	3
116442	116337	3
116442	116323	3
116442	116282	3
116442	116525	3
116442	116511	3
116442	116500	3
116442	116361	3
116442	116283	3
116442	116367	3
116442	116360	3
116442	116330	3
116442	116522	3
116442	116333	3
116442	116418	3
116442	116348	3
116442	116412	3
116442	116336	3
116442	116303	3
116442	116480	3
116442	116400	3
116442	116571	3
116442	116258	3
116442	116406	3
116442	116537	3
116442	116419	3
116442	116389	3
122846	122821	3
122846	122953	3
122846	122941	3
122846	122955	3
122846	122864	3
122846	122861	3
122846	122865	3
122846	122868	3
122846	122954	3
122846	122957	3
158037	158074	3
158037	158056	3
188056	188058	3
234583	234743	3
234583	234669	3
234583	234518	3
234583	234441	3
234583	234823	3
234583	234517	3
234583	234621	3
234583	234510	3
234583	234775	3
234583	234544	3
234583	234545	3
234583	234631	3
234583	234615	3
234583	234695	3
234583	234526	3
234583	234558	3
234583	234835	3
234583	234514	3
234583	234855	3
234583	234462	3
234583	234410	3
234583	234501	3
234583	234752	3
234583	234782	3
234583	234795	3
234583	234538	3
234583	234684	3
234583	234805	3
234583	234859	3
234583	234546	3
234583	234769	3
234583	234398	3
234583	234499	3
234583	234552	3
234583	234493	3
234583	234635	3
234583	234742	3
234583	234625	3
234583	234636	3
234583	234870	3
234583	234677	3
234583	234679	3
234583	234705	3
234583	234630	3
234583	234778	3
234583	234857	3
234583	234709	3
234583	234656	3
250237	250238	3
250237	250249	3
250237	250239	3
252022	252069	3
252022	251903	3
252022	251875	3
252022	251939	3
252022	251958	3
252022	251919	3
252022	251998	3
252022	251878	3
252022	252012	3
252022	252016	3
252022	251888	3
252022	251940	3
252022	251982	3
252022	251955	3
252022	252008	3
252022	251997	3
252022	252051	3
252022	251938	3
252022	251936	3
252022	251912	3
252022	251937	3
255348	255332	3
255348	255356	3
255348	255335	3
255348	255386	3
255348	255343	3
255348	255338	3
255348	255376	3
255348	255399	3
255348	255238	3
255348	255361	3
255348	255423	3
255348	255383	3
255348	255302	3
280227	280244	3
280227	280236	3
280227	280250	3
280227	280154	3
280227	280234	3
280227	280222	3
280227	280203	3
280227	280212	3
280227	280230	3
280227	280195	3
280227	280264	3
280227	280241	3
436209	436283	3
436209	436224	3
436209	436181	3
436209	436233	3
436209	436365	3
436209	436226	3
436209	436205	3
436209	436377	3
436209	436396	3
436209	436278	3
436209	436187	3
436209	436397	3
436209	436203	3
436209	436348	3
465996	466024	3
465996	465901	3
465996	465835	3
465996	466073	3
465996	465876	3
465996	466207	3
465996	465915	3
465996	465495	3
465996	465967	3
465996	465797	3
465996	466031	3
465996	466046	3
465996	465900	3
465996	465731	3
465996	465894	3
465996	466060	3
465996	465946	3
465996	465903	3
465996	465916	3
465996	465952	3
465996	465895	3
465996	465944	3
465996	465862	3
465996	465942	3
465996	465964	3
465996	466016	3
465996	465860	3
465996	466043	3
465996	465762	3
465996	465917	3
465996	465496	3
465996	466040	3
465996	466100	3
485207	485203	3
577412	578015	3
608973	609097	3
608973	607855	3
608973	609091	3
608973	609798	3
608973	609546	3
608973	609370	3
608973	609456	3
608973	608852	3
608973	608372	3
608973	609127	3
608973	609095	3
608973	609382	3
608973	609064	3
608973	609218	3
608973	609066	3
608973	609581	3
608973	609609	3
608973	610118	3
608973	609552	3
608973	609153	3
608973	608820	3
608973	609315	3
608973	609689	3
608973	609280	3
608973	609237	3
608973	609366	3
608973	609100	3
608973	609105	3
608973	609235	3
608973	609337	3
608973	610053	3
608973	608958	3
608973	608961	3
608973	608947	3
608973	608997	3
608973	609059	3
608973	609143	3
608973	608919	3
608973	609102	3
608973	609296	3
608973	610364	3
608973	609126	3
608973	609110	3
608973	609039	3
608973	609146	3
608973	609027	3
608973	608952	3
608973	609371	3
608973	608511	3
608973	608927	3
608973	609086	3
608973	609403	3
608973	609348	3
608973	609007	3
608973	609194	3
608973	609065	3
608973	609052	3
608973	609031	3
608973	608866	3
608973	608352	3
608973	608922	3
608973	609363	3
608973	609117	3
608973	608386	3
608973	609152	3
608973	609025	3
608973	609116	3
608973	609657	3
608973	609123	3
608973	609109	3
608973	609018	3
608973	609702	3
608973	609934	3
608973	609120	3
608973	608782	3
608973	608878	3
608973	610091	3
608973	609115	3
608973	609044	3
608973	609333	3
608973	609185	3
608973	608382	3
608973	609074	3
608973	608871	3
608973	608818	3
608973	609209	3
608973	609600	3
608973	609490	3
608973	609150	3
608973	609129	3
608973	609440	3
608973	608853	3
608973	608314	3
608973	609019	3
613959	613925	3
613959	613860	3
613959	613953	3
613959	613895	3
613959	613940	3
613959	613884	3
613959	613937	3
613959	613947	3
613959	613913	3
613959	613914	3
711801	711802	3
754400	754517	3
754400	754497	3
754400	754321	3
754400	754499	3
754400	754474	3
754400	754563	3
754400	754501	3
754400	754334	3
754400	754379	3
754400	754420	3
754400	754299	3
754400	754448	3
754400	754435	3
754400	754373	3
754400	754376	3
754400	754567	3
754400	754380	3
754400	754368	3
754400	754360	3
754400	754509	3
754400	754475	3
754400	754350	3
754400	754347	3
754400	754562	3
754400	754378	3
754400	754441	3
754400	754505	3
777250	777271	3
777250	777255	3
777250	777272	3
777249	777252	3
777254	777243	3
777254	777223	3
777254	777271	3
777254	777222	3
777254	777301	3
777254	777244	3
52174	52271	2
52174	52151	2
52174	51975	2
52174	52212	2
52174	52218	2
52174	52096	2
52174	52054	2
52174	52249	2
52174	52083	2
52174	52198	2
52174	52034	2
52174	52099	2
52174	52222	2
52174	52071	2
52174	52098	2
52174	52020	2
52174	52081	2
52174	52091	2
52174	52046	2
52174	52068	2
52174	52246	2
52174	52018	2
52174	52028	2
52174	52048	2
52174	52023	2
52174	52047	2
52174	52243	2
52174	52118	2
52174	51809	2
52174	51960	2
52174	52191	2
52174	52237	2
52174	52073	2
52174	52093	2
52174	52160	2
52174	51967	2
52174	52045	2
67868	67788	2
67868	67017	2
67868	820927	2
67868	67995	2
67868	67898	2
67868	67980	2
67868	67926	2
67868	67915	2
67868	66363	2
67868	67735	2
67868	68077	2
67868	68735	2
67868	68191	2
67868	67990	2
67868	67777	2
67868	68039	2
67868	68017	2
67868	67778	2
67868	68347	2
67868	67811	2
67868	67826	2
67868	67933	2
67868	67830	2
67868	67907	2
67868	67967	2
67868	67973	2
67868	68193	2
67868	67154	2
67868	68046	2
67868	68020	2
67868	68016	2
67868	72480	2
67868	67955	2
67868	68008	2
67868	67791	2
67868	68288	2
67868	68771	2
67868	66901	2
67868	67827	2
67868	67982	2
67868	67992	2
67868	67824	2
67868	67149	2
67868	68069	2
67868	68038	2
67868	68065	2
67868	67758	2
67868	67968	2
67868	69221	2
67868	67974	2
67868	68054	2
67868	68070	2
67868	67823	2
67868	67821	2
67868	67983	2
67868	68019	2
67868	67731	2
67868	68058	2
67868	68142	2
67868	67929	2
67868	68091	2
67868	64833	2
67868	68435	2
67868	73403	2
67868	67998	2
67868	67921	2
67868	66553	2
67868	67833	2
67868	68044	2
67868	67977	2
67868	66724	2
67868	68082	2
67868	67751	2
96744	96934	2
96744	96890	2
96744	96877	2
96744	96850	2
96744	96975	2
96744	96584	2
96744	96846	2
96744	96823	2
96744	96896	2
96744	96895	2
96744	96835	2
96744	96954	2
96744	96623	2
96744	96664	2
96744	96905	2
96744	96884	2
96744	96984	2
96744	96882	2
96744	96693	2
96744	96927	2
96744	96853	2
96744	96825	2
96744	96842	2
96744	96925	2
96744	96997	2
96744	97269	2
96744	96847	2
96744	96935	2
96744	97238	2
96744	96871	2
96744	96992	2
96744	96624	2
96744	97100	2
96744	96945	2
96744	96949	2
96744	96523	2
96744	96573	2
96744	96648	2
96744	96633	2
96744	96598	2
96744	96885	2
96744	96929	2
96744	96340	2
96744	96601	2
96744	95088	2
96744	96886	2
96744	96860	2
96744	96858	2
96744	96951	2
96744	96930	2
96744	96859	2
96744	96814	2
96744	96970	2
96744	96854	2
