baitID	preyID	N
67868	67884	14
96744	96706	14
96744	96767	14
96744	96719	14
96744	96653	14
96744	96700	14
96744	96623	14
96744	96676	14
116442	116430	14
158037	158053	14
234583	234617	14
234583	234855	14
234583	234572	14
234583	234611	14
252022	252015	14
252022	251993	14
252022	252047	14
252022	252012	14
252022	251961	14
280227	280214	14
465996	465981	14
465996	466007	14
465996	465973	14
465996	466005	14
465996	465967	14
465996	466030	14
465996	466008	14
465996	466011	14
465996	465979	14
465996	466021	14
608973	608957	14
608973	608944	14
608973	608915	14
608973	608923	14
613959	613968	14
754400	754469	14
754400	754412	14
754400	754464	14
754400	754460	14
777250	777255	14
52174	52181	13
52174	52167	13
67868	67846	13
67868	67881	13
67868	67892	13
67868	67943	13
67868	67946	13
67868	67903	13
67868	67885	13
67868	67835	13
96744	96815	13
96744	96699	13
96744	96705	13
96744	96680	13
96744	96643	13
96744	96654	13
96744	96683	13
96744	96691	13
96744	96668	13
116442	116457	13
158037	158096	13
234583	234555	13
234583	234690	13
234583	234623	13
234583	234775	13
234583	234620	13
234583	234688	13
252022	251984	13
252022	252017	13
252022	251952	13
252022	252040	13
252022	252009	13
252022	252043	13
465996	466031	13
465996	465983	13
465996	466028	13
465996	465976	13
577412	577409	13
608973	608892	13
608973	608886	13
608973	608930	13
608973	608926	13
608973	609052	13
608973	608929	13
608973	608883	13
608973	609030	13
608973	608960	13
608973	608964	13
608973	609034	13
608973	609019	13
754400	754479	13
754400	754424	13
754400	754456	13
754400	754473	13
754400	754389	13
754400	754394	13
52174	52186	12
52174	52164	12
52174	52166	12
67868	67865	12
67868	67887	12
67868	67857	12
96744	96685	12
96744	96726	12
96744	96651	12
96744	96645	12
96744	96661	12
96744	96810	12
96744	96770	12
96744	96791	12
96744	96792	12
96744	96752	12
116442	116458	12
116442	116474	12
122846	122840	12
158037	158039	12
234583	234686	12
234583	234554	12
234583	234570	12
234583	234658	12
234583	234613	12
234583	234642	12
252022	251994	12
252022	251978	12
252022	252037	12
252022	251963	12
252022	251940	12
252022	251980	12
280227	280261	12
280227	280207	12
280227	280260	12
436209	436212	12
436209	436205	12
465996	466018	12
465996	465974	12
608973	608931	12
608973	608862	12
608973	609058	12
608973	608895	12
608973	608945	12
608973	608909	12
608973	608914	12
754400	754480	12
754400	754384	12
754400	754446	12
754400	754383	12
777249	777254	12
52174	52187	11
52174	52163	11
52174	52141	11
52174	52057	11
52174	52184	11
52174	52188	11
52174	52069	11
67868	67930	11
67868	67834	11
67868	67931	11
67868	67928	11
67868	67947	11
67868	67932	11
96744	96818	11
96744	96636	11
96744	96664	11
96744	96677	11
96744	96709	11
96744	96715	11
96744	96678	11
116442	116433	11
116442	116468	11
234583	234612	11
234583	234692	11
234583	234704	11
234583	234618	11
234583	234691	11
234583	234660	11
234583	234644	11
252022	251942	11
252022	252006	11
252022	251939	11
252022	252004	11
252022	252014	11
252022	251997	11
255348	255364	11
280227	280216	11
465996	466027	11
465996	465982	11
465996	465984	11
465996	466022	11
465996	466017	11
465996	466035	11
608973	609023	11
608973	609035	11
608973	609007	11
608973	608913	11
608973	608949	11
608973	608928	11
754400	754451	11
754400	754486	11
754400	754423	11
754400	754380	11
754400	754386	11
754400	754461	11
52174	52197	10
52174	52053	10
67868	67938	10
67868	67844	10
67868	67915	10
67868	67905	10
67868	67923	10
67868	67880	10
67868	67929	10
96744	96825	10
96744	96622	10
96744	96660	10
96744	96613	10
96744	96790	10
96744	96621	10
96744	96642	10
96744	96681	10
96744	96674	10
96744	96687	10
96744	96662	10
96744	96693	10
116442	116473	10
116442	116467	10
234583	234695	10
234583	234666	10
234583	234730	10
234583	234670	10
234583	234669	10
234583	234668	10
234583	234697	10
234583	234774	10
252022	252002	10
252022	252007	10
252022	251998	10
255348	255358	10
436209	436385	10
436209	436390	10
436209	436281	10
465996	466015	10
465996	466026	10
465996	466010	10
465996	466023	10
465996	466014	10
608973	609040	10
608973	608912	10
608973	609042	10
608973	608887	10
608973	608855	10
608973	608848	10
608973	608992	10
608973	608899	10
658107	658126	10
667136	667127	10
754400	754427	10
754400	754416	10
754400	754491	10
754400	754467	10
52174	52182	9
52174	52156	9
52174	52189	9
52174	52195	9
67868	67924	9
67868	68053	9
67868	67836	9
67868	67961	9
67868	67855	9
67868	67833	9
67868	67890	9
96744	96885	9
96744	96688	9
96744	96670	9
96744	96766	9
96744	96672	9
96744	96656	9
96744	96723	9
96744	96882	9
96744	96722	9
96744	96631	9
96744	96771	9
96744	96667	9
96744	96813	9
96744	96793	9
116442	116431	9
116442	116432	9
116442	116461	9
116442	116429	9
122846	122844	9
122846	122852	9
122846	122855	9
234583	234562	9
234583	234729	9
234583	234782	9
234583	234556	9
234583	234854	9
234583	234851	9
234583	234615	9
234583	234632	9
234583	234847	9
252022	251995	9
252022	251983	9
252022	251964	9
252022	251982	9
252022	251987	9
252022	251962	9
252022	251988	9
252022	251999	9
255348	255376	9
255348	255360	9
280227	280250	9
280227	280205	9
280227	280223	9
436209	436199	9
436209	436218	9
436209	436204	9
465996	466029	9
465996	466034	9
465996	466016	9
465996	466024	9
465996	466025	9
485207	485167	9
577412	578062	9
608973	608846	9
608973	608943	9
608973	609048	9
608973	609057	9
608973	608920	9
608973	609022	9
608973	608932	9
608973	608948	9
658107	658076	9
754400	754497	9
754400	754367	9
754400	754468	9
754400	754431	9
754400	754452	9
754400	754507	9
754400	754422	9
754400	754481	9
754400	754492	9
754400	754381	9
754400	754390	9
754400	754478	9
754400	754377	9
754400	754458	9
52174	52196	8
52174	52070	8
67868	67878	8
67868	67954	8
67868	67851	8
67868	67839	8
67868	67909	8
67868	67859	8
67868	67831	8
67868	67888	8
67868	67897	8
96744	96724	8
96744	96644	8
96744	96923	8
96744	96663	8
96744	96822	8
96744	96820	8
96744	96689	8
96744	96637	8
96744	96714	8
96744	96865	8
96744	96679	8
96744	96666	8
96744	96657	8
116442	116464	8
116442	116362	8
116442	116453	8
116442	116360	8
116442	116514	8
122846	122833	8
158037	158078	8
234583	234634	8
234583	234506	8
234583	234722	8
234583	234739	8
234583	234681	8
234583	234731	8
234583	234852	8
234583	234773	8
234583	234629	8
234583	234657	8
234583	234706	8
234583	234850	8
234583	234708	8
234583	234664	8
234583	234771	8
234583	234659	8
252022	252008	8
252022	252044	8
252022	251954	8
252022	252054	8
252022	251953	8
252022	251970	8
252022	251986	8
252022	252041	8
252022	251920	8
252022	251996	8
252022	251979	8
255348	255359	8
280227	280243	8
280227	280230	8
280227	280248	8
436209	436348	8
436209	436220	8
436209	436228	8
436209	436296	8
465996	465956	8
465996	466019	8
465996	466038	8
577412	577486	8
577412	577413	8
608973	609041	8
608973	609047	8
608973	609029	8
608973	608953	8
608973	609045	8
608973	608870	8
608973	609008	8
608973	608843	8
608973	609877	8
608973	609280	8
608973	608996	8
608973	609872	8
608973	608866	8
608973	608860	8
608973	609160	8
608973	609873	8
608973	608884	8
613959	613937	8
613959	613967	8
613959	613964	8
711801	711802	8
754400	754426	8
754400	754445	8
754400	754356	8
754400	754493	8
754400	754441	8
754400	754387	8
754400	754365	8
754400	754463	8
777250	777259	8
52174	52068	7
52174	52193	7
52174	52073	7
67868	67852	7
67868	67898	7
67868	68072	7
67868	67891	7
67868	67935	7
67868	67899	7
67868	67841	7
67868	67832	7
67868	67920	7
67868	67912	7
67868	67917	7
67868	67904	7
67868	67883	7
67868	67963	7
96744	96616	7
96744	96716	7
96744	96817	7
96744	96856	7
96744	96917	7
96744	96880	7
96744	96879	7
96744	96898	7
96744	96884	7
96744	96852	7
96744	96721	7
96744	96619	7
96744	96823	7
96744	96929	7
96744	96635	7
116442	116338	7
116442	116402	7
116442	116505	7
116442	116350	7
116442	116522	7
116442	116463	7
116442	116525	7
122846	122835	7
122846	122853	7
234583	234499	7
234583	234781	7
234583	234639	7
234583	234671	7
234583	234534	7
234583	234696	7
234583	234661	7
234583	234698	7
234583	234694	7
234583	234640	7
234583	234853	7
234583	234777	7
234583	234725	7
234583	234689	7
234583	234846	7
252022	251971	7
252022	251938	7
252022	251960	7
252022	251968	7
252022	251977	7
252022	251951	7
252022	252052	7
255348	255382	7
280227	280222	7
280227	280244	7
280227	280220	7
436209	436226	7
436209	436277	7
436209	436265	7
436209	436261	7
465996	465961	7
465996	465972	7
465996	465850	7
465996	465962	7
465996	465966	7
465996	465864	7
465996	466041	7
465996	466032	7
485207	485202	7
608973	608882	7
608973	608954	7
608973	608952	7
608973	609000	7
608973	608921	7
608973	608961	7
608973	609087	7
608973	609005	7
608973	608858	7
608973	609871	7
608973	609088	7
608973	608856	7
608973	609137	7
608973	608885	7
608973	609085	7
608973	608917	7
608973	608963	7
608973	609249	7
608973	609234	7
608973	608919	7
608973	609240	7
608973	609076	7
608973	609018	7
667136	667130	7
754400	754355	7
754400	754443	7
754400	754504	7
754400	754474	7
754400	754417	7
754400	754462	7
754400	754489	7
754400	754530	7
754400	754350	7
754400	754447	7
754400	754466	7
754400	754483	7
754400	754388	7
754400	754454	7
754400	754379	7
754400	754487	7
777250	777258	7
777249	777250	7
777254	777270	7
52174	52089	6
52174	52092	6
52174	52190	6
52174	52212	6
52174	52160	6
67868	68068	6
67868	67837	6
67868	67858	6
67868	67925	6
67868	67911	6
67868	67842	6
67868	67854	6
67868	67847	6
96744	96627	6
96744	96878	6
96744	96871	6
96744	96831	6
96744	96927	6
96744	96646	6
96744	96638	6
96744	96819	6
96744	96614	6
96744	96900	6
96744	96830	6
96744	96615	6
116442	116549	6
116442	116521	6
116442	116422	6
116442	116480	6
116442	116465	6
116442	116462	6
116442	116477	6
122846	122854	6
188056	187968	6
234583	234705	6
234583	234716	6
234583	234676	6
234583	234637	6
234583	234643	6
234583	234672	6
234583	234513	6
234583	234635	6
234583	234673	6
234583	234638	6
234583	234756	6
234583	234633	6
252022	251922	6
252022	252003	6
252022	251925	6
252022	252055	6
252022	251981	6
252022	251959	6
252022	251956	6
252022	251933	6
252022	251989	6
252022	251930	6
255348	255363	6
280227	280237	6
280227	280221	6
280227	280240	6
436209	436321	6
436209	436340	6
436209	436224	6
436209	436193	6
436209	436215	6
436209	436242	6
465996	466033	6
465996	466020	6
465996	466049	6
465996	465971	6
465996	465950	6
577412	577510	6
577412	577383	6
608973	608888	6
608973	609850	6
608973	609001	6
608973	609081	6
608973	609049	6
608973	609287	6
608973	609646	6
608973	609142	6
608973	609086	6
608973	609334	6
608973	609020	6
608973	609031	6
608973	609105	6
608973	608958	6
608973	609497	6
608973	609024	6
608973	608865	6
608973	609033	6
608973	610119	6
608973	609213	6
608973	609221	6
608973	608918	6
608973	608873	6
608973	609153	6
608973	609326	6
608973	608907	6
608973	609262	6
608973	609273	6
608973	609066	6
608973	609062	6
608973	608867	6
608973	609101	6
608973	609046	6
608973	609187	6
608973	609163	6
608973	608370	6
608973	609146	6
608973	609025	6
608973	609009	6
613959	613962	6
754400	754361	6
754400	754419	6
754400	754472	6
754400	754418	6
754400	754509	6
754400	754475	6
754400	754477	6
754400	754364	6
754400	754442	6
754400	754457	6
754400	754376	6
754400	754433	6
754400	754267	6
754400	754352	6
754400	754488	6
754400	754494	6
777250	777274	6
777254	777258	6
52174	52157	5
52174	52096	5
52174	52158	5
52174	52084	5
52174	52090	5
52174	52117	5
52174	52076	5
52174	52037	5
52174	52077	5
52174	52049	5
52174	52045	5
67868	67936	5
67868	67921	5
67868	68002	5
67868	67828	5
67868	67843	5
67868	67830	5
67868	67886	5
67868	68067	5
67868	68032	5
67868	67913	5
67868	68060	5
67868	67927	5
96744	96620	5
96744	96826	5
96744	96868	5
96744	96894	5
96744	96821	5
96744	96711	5
96744	96843	5
96744	96671	5
96744	96611	5
96744	96925	5
96744	96870	5
96744	96641	5
96744	96816	5
96744	96872	5
96744	96628	5
96744	96634	5
96744	96969	5
96744	96610	5
96744	96652	5
96744	96857	5
96744	96630	5
96744	96839	5
116442	116366	5
116442	116371	5
116442	116542	5
116442	116339	5
116442	116459	5
116442	116345	5
116442	116471	5
116442	116410	5
116442	116420	5
116442	116344	5
116442	116355	5
116442	116427	5
116442	116340	5
116442	116507	5
116442	116329	5
116442	116545	5
116442	116523	5
122846	122873	5
122846	122862	5
122846	122946	5
158037	158072	5
158037	158108	5
158037	158110	5
234583	234715	5
234583	234553	5
234583	234526	5
234583	234860	5
234583	234862	5
234583	234728	5
234583	234744	5
234583	234665	5
234583	234667	5
234583	234547	5
234583	234753	5
234583	234849	5
234583	234624	5
234583	234727	5
234583	234557	5
234583	234786	5
234583	234726	5
234583	234824	5
234583	234636	5
234583	234748	5
234583	234755	5
234583	234678	5
234583	234662	5
234583	234630	5
234583	234738	5
234583	234714	5
234583	234720	5
234583	234734	5
250237	250236	5
252022	252033	5
252022	251914	5
252022	251936	5
252022	251958	5
252022	251927	5
252022	251943	5
252022	252042	5
252022	252039	5
252022	251924	5
255348	255371	5
255348	255357	5
255348	255344	5
255348	255354	5
255348	255365	5
255348	255353	5
255348	255366	5
280227	280145	5
280227	280209	5
436209	436359	5
436209	436377	5
436209	436333	5
436209	436223	5
436209	436222	5
436209	436256	5
436209	436341	5
436209	436343	5
436209	436344	5
436209	436213	5
436209	436229	5
436209	436346	5
436209	436414	5
465996	466042	5
465996	465965	5
465996	466040	5
465996	466045	5
465996	465952	5
465996	465960	5
485207	485204	5
485207	485261	5
577412	577406	5
577412	577414	5
577412	577415	5
608973	609157	5
608973	609012	5
608973	609914	5
608973	609214	5
608973	609135	5
608973	609002	5
608973	609208	5
608973	609490	5
608973	609277	5
608973	609036	5
608973	608857	5
608973	609475	5
608973	609053	5
608973	609161	5
608973	608864	5
608973	608852	5
608973	609413	5
608973	609875	5
608973	609059	5
608973	609618	5
608973	608956	5
608973	609301	5
608973	609027	5
608973	609077	5
608973	609283	5
608973	609141	5
608973	609072	5
608973	608993	5
608973	609623	5
608973	609241	5
608973	609296	5
608973	609044	5
608973	608950	5
608973	608995	5
608973	609245	5
608973	609051	5
608973	609067	5
608973	609127	5
608973	609003	5
608973	609075	5
608973	608922	5
608973	610135	5
608973	609406	5
608973	609303	5
608973	609068	5
608973	609054	5
608973	609874	5
608973	609074	5
608973	609353	5
608973	610127	5
608973	608372	5
608973	608890	5
608973	608889	5
608973	609172	5
608973	609004	5
608973	609117	5
608973	609055	5
608973	609194	5
608973	609699	5
608973	609095	5
608973	609267	5
608973	610113	5
613959	613931	5
613959	613942	5
613959	613963	5
613959	613870	5
613959	613952	5
613959	613902	5
613959	613940	5
658107	658339	5
711801	711793	5
754400	754439	5
754400	754320	5
754400	754490	5
754400	754370	5
754400	754277	5
754400	754455	5
754400	754499	5
754400	754484	5
754400	754459	5
754400	754440	5
754400	754310	5
754400	754513	5
754400	754508	5
754400	754470	5
777250	777262	5
777250	777209	5
777250	777266	5
777249	777251	5
777254	777265	5
777254	777261	5
52174	51892	4
52174	52249	4
52174	52194	4
52174	52035	4
52174	52005	4
52174	52248	4
52174	52191	4
52174	52318	4
52174	52153	4
52174	52192	4
52174	52050	4
52174	52032	4
52174	52088	4
52174	52072	4
52174	52140	4
52174	51896	4
52174	52139	4
52174	52063	4
52174	52080	4
67868	67825	4
67868	67956	4
67868	67901	4
67868	68014	4
67868	67970	4
67868	67861	4
67868	68000	4
67868	67937	4
67868	67964	4
67868	67827	4
67868	68044	4
67868	67997	4
67868	68061	4
67868	67955	4
67868	67996	4
67868	67981	4
67868	67818	4
67868	68073	4
67868	68021	4
67868	68070	4
67868	67960	4
67868	67823	4
67868	68042	4
67868	67994	4
67868	67813	4
67868	67926	4
67868	67845	4
67868	67933	4
96744	96931	4
96744	96862	4
96744	96945	4
96744	96895	4
96744	96837	4
96744	96629	4
96744	96824	4
96744	96890	4
96744	96618	4
96744	96534	4
96744	96840	4
96744	96828	4
96744	96855	4
96744	96955	4
96744	96814	4
96744	96829	4
96744	96944	4
96744	96673	4
96744	96649	4
96744	96835	4
96744	96981	4
96744	96625	4
96744	96864	4
96744	96873	4
96744	96883	4
96744	96881	4
116442	116539	4
116442	116331	4
116442	116326	4
116442	116425	4
116442	116391	4
116442	116374	4
116442	116357	4
116442	116481	4
116442	116494	4
116442	116412	4
116442	116555	4
116442	116336	4
116442	116364	4
116442	116290	4
116442	116312	4
116442	116512	4
116442	116519	4
116442	116509	4
116442	116563	4
116442	116540	4
116442	116419	4
116442	116406	4
116442	116548	4
122846	122839	4
122846	122851	4
122846	122866	4
122846	122962	4
122846	122951	4
122846	122949	4
122846	122868	4
158037	158194	4
158037	158089	4
234583	234712	4
234583	234867	4
234583	234682	4
234583	234754	4
234583	234863	4
234583	234740	4
234583	234683	4
234583	234758	4
234583	234687	4
234583	234961	4
234583	234776	4
234583	234814	4
234583	234858	4
234583	234505	4
234583	234709	4
234583	234721	4
234583	234865	4
234583	234503	4
234583	234763	4
234583	234768	4
234583	234772	4
234583	234627	4
234583	234663	4
234583	234718	4
234583	234522	4
234583	234674	4
234583	234625	4
234583	234707	4
234583	234502	4
234583	234703	4
234583	234741	4
250237	250317	4
250237	250239	4
252022	251884	4
252022	251972	4
252022	251945	4
252022	251909	4
252022	252049	4
252022	251919	4
252022	251976	4
252022	251912	4
252022	251974	4
252022	251950	4
252022	252053	4
252022	252056	4
252022	251915	4
252022	251975	4
252022	251907	4
252022	251990	4
252022	251935	4
252022	251985	4
252022	251934	4
252022	251957	4
252022	251992	4
252022	251931	4
255348	255340	4
255348	255369	4
255348	255381	4
255348	255338	4
255348	255303	4
255348	255384	4
255348	255356	4
255348	255423	4
255348	255396	4
280227	280242	4
280227	280148	4
280227	280254	4
280227	280347	4
436209	436419	4
436209	436403	4
436209	436326	4
436209	436250	4
436209	436354	4
436209	436278	4
436209	436201	4
436209	436392	4
436209	436219	4
436209	436329	4
436209	436196	4
436209	436330	4
436209	436327	4
436209	436214	4
436209	436271	4
436209	436366	4
436209	436398	4
436209	436305	4
436209	436312	4
436209	436254	4
436209	436300	4
436209	436200	4
436209	436183	4
436209	436184	4
436209	436401	4
436209	436216	4
436209	436286	4
436209	436175	4
436209	436253	4
436209	436203	4
436209	436291	4
436209	436241	4
436209	436181	4
436209	436309	4
436209	436306	4
436209	436337	4
436209	436409	4
436209	436289	4
436209	436217	4
465996	465904	4
465996	465731	4
465996	465957	4
465996	465865	4
465996	465929	4
465996	465870	4
465996	465941	4
465996	465955	4
465996	465883	4
465996	465948	4
465996	465945	4
465996	465980	4
465996	465853	4
465996	465724	4
465996	465905	4
465996	465964	4
485207	485469	4
577412	577405	4
577412	577026	4
577412	578015	4
577412	578059	4
608973	608373	4
608973	609300	4
608973	609232	4
608973	609231	4
608973	609690	4
608973	608376	4
608973	608879	4
608973	609825	4
608973	609671	4
608973	608869	4
608973	609152	4
608973	609861	4
608973	609155	4
608973	608844	4
608973	609858	4
608973	609675	4
608973	609510	4
608973	609236	4
608973	609709	4
608973	609118	4
608973	610139	4
608973	609179	4
608973	609693	4
608973	609181	4
608973	609206	4
608973	609199	4
608973	609408	4
608973	609195	4
608973	609776	4
608973	609279	4
608973	609617	4
608973	609348	4
608973	608834	4
608973	609476	4
608973	609851	4
608973	609672	4
608973	609707	4
608973	609956	4
608973	610001	4
608973	609061	4
608973	609216	4
608973	608871	4
608973	608868	4
608973	609576	4
608973	609870	4
608973	609628	4
608973	609218	4
608973	610118	4
608973	609180	4
608973	609175	4
608973	609092	4
608973	609205	4
608973	609014	4
608973	609093	4
608973	609640	4
608973	610149	4
608973	609667	4
608973	609612	4
608973	609405	4
608973	609644	4
608973	608851	4
608973	609237	4
608973	609100	4
608973	608878	4
608973	609898	4
608973	609430	4
608973	609312	4
608973	609257	4
608973	609679	4
608973	609410	4
608973	609524	4
608973	608502	4
608973	608853	4
608973	609006	4
608973	610133	4
608973	609212	4
608973	609935	4
608973	608893	4
608973	609109	4
608973	609147	4
608973	609174	4
608973	609255	4
608973	609290	4
608973	609427	4
608973	609918	4
608973	609591	4
608973	609186	4
608973	609590	4
608973	609329	4
608973	609122	4
608973	608513	4
608973	609847	4
608973	609420	4
608973	609651	4
608973	608320	4
608973	609388	4
608973	609594	4
608973	609242	4
608973	609098	4
608973	609128	4
608973	609626	4
608973	609330	4
608973	609154	4
608973	609444	4
608973	609494	4
608973	609223	4
608973	609708	4
608973	609879	4
608973	608859	4
608973	610134	4
608973	610017	4
608973	609645	4
608973	609723	4
608973	609182	4
608973	609655	4
608973	609185	4
608973	609692	4
608973	609498	4
609296	608989	4
613959	613936	4
613959	613898	4
613959	613865	4
613959	613948	4
613959	613872	4
613959	613938	4
613959	613868	4
