baitID	preyID	N
234583	234586	334
252022	252025	229
234583	234585	226
608973	608971	223
577412	577411	203
234583	234581	198
608973	608977	186
252022	252026	169
234583	234584	168
252022	252024	150
608973	608976	150
188056	188054	140
158037	158041	123
158037	158036	122
608973	608974	122
608973	608978	120
608973	608975	107
608973	608970	104
158037	158038	102
754400	754402	101
67868	67870	100
116442	116440	99
613959	613961	99
777254	777256	99
116442	116444	97
465996	465998	97
96744	96742	92
234583	234649	91
116442	116443	88
234583	234580	88
96744	96746	87
777254	777251	87
234583	234648	86
465996	465999	86
252022	252023	85
116442	116445	83
465996	465994	82
116442	116441	80
436209	436210	76
608973	608979	76
608973	608972	75
754400	754401	74
96744	96745	73
234583	234579	73
67868	67869	71
255348	255350	70
465996	465997	68
234583	234578	65
234583	234592	65
96744	96749	64
96744	96738	61
96744	96748	61
116442	116438	61
96744	96755	60
96744	96803	59
116442	116439	59
234583	234577	58
234583	234587	57
280227	280226	57
608973	608980	57
777250	777254	56
96744	96747	55
234583	234593	55
234583	234646	54
465996	465995	54
96744	96741	52
234583	234647	52
465996	465993	52
234583	234599	51
234583	234650	51
608973	608981	51
234583	234576	50
234583	234590	50
234583	234600	50
234583	234588	50
754400	754403	50
234583	234582	49
465996	465992	48
608973	608982	48
777250	777253	48
67868	67872	47
122846	122850	47
234583	234602	47
96744	96754	46
234583	234589	46
234583	234573	45
280227	280218	45
754400	754398	45
777254	777257	45
96744	96750	44
234583	234651	44
234583	234597	44
67868	67873	43
116442	116435	43
234583	234591	43
234583	234596	43
777254	777252	42
777254	777259	42
96744	96743	41
96744	96769	41
52174	52172	40
96744	96760	40
234583	234604	40
96744	96739	39
116442	116437	39
777250	777252	39
96744	96736	38
96744	96737	38
465996	466000	38
608973	608984	38
52174	52173	37
96744	96802	37
116442	116449	37
234583	234575	37
234583	234606	37
234583	234645	37
96744	96753	36
116442	116446	36
280227	280225	36
608973	608986	36
608973	608983	36
754400	754405	36
67868	67867	35
96744	96805	35
234583	234654	35
252022	252027	35
608973	608937	35
754400	754397	35
96744	96801	34
116442	116436	34
116442	116434	34
234583	234598	34
234583	234655	34
252022	252030	34
754400	754407	34
96744	96751	33
96744	96768	33
116442	116451	33
234583	234594	33
234583	234603	33
577412	577377	33
777254	777253	33
96744	96804	32
96744	96796	32
116442	116456	32
116442	116448	32
234583	234566	32
52174	52180	31
67868	67871	31
96744	96740	31
96744	96756	31
234583	234571	31
608973	608969	31
754400	754396	31
777250	777251	31
777254	777255	31
96744	96757	30
96744	96762	30
96744	96793	30
96744	96799	30
116442	116452	30
116442	116454	30
122846	122848	30
234583	234620	30
252022	252028	30
465996	466001	30
613959	613960	30
67868	67864	29
67868	67884	29
96744	96779	29
96744	96763	29
234583	234570	29
234583	234574	29
465996	465990	29
52174	52178	28
96744	96806	28
96744	96783	28
96744	96800	28
96744	96798	28
96744	96776	28
234583	234565	28
234583	234568	28
436209	436211	28
96744	96807	27
96744	96759	27
96744	96719	27
234583	234607	27
252022	252029	27
255348	255351	27
485207	485228	27
608973	609297	27
609296	609297	27
52174	52175	26
67868	67850	26
96744	96758	26
96744	96696	26
96744	96765	26
96744	96761	26
96744	96782	26
116442	116428	26
234583	234559	26
234583	234614	26
255348	255349	26
465996	465989	26
608973	608904	26
754400	754404	26
67868	67877	25
67868	67876	25
96744	96770	25
96744	96774	25
96744	96781	25
234583	234653	25
754400	754399	25
96744	96784	24
96744	96697	24
96744	96788	24
96744	96786	24
96744	96766	24
96744	96764	24
96744	96777	24
234583	234608	24
252022	252021	24
280227	280239	24
67868	67866	23
67868	67849	23
96744	96787	23
96744	96702	23
234583	234595	23
436209	436207	23
465996	465987	23
465996	466004	23
485207	485208	23
608973	608936	23
754400	754395	23
777250	777257	23
52174	52177	22
52174	52176	22
67868	67875	22
96744	96718	22
96744	96735	22
96744	96778	22
234583	234561	22
234583	234700	22
234583	234619	22
252022	252018	22
252022	252032	22
465996	465991	22
608973	608938	22
754400	754392	22
754400	754406	22
777254	777263	22
52174	52170	21
67868	67879	21
67868	67939	21
96744	96775	21
96744	96809	21
116442	116447	21
234583	234848	21
234583	234610	21
234583	234605	21
234583	234658	21
234583	234609	21
280227	280224	21
577412	577499	21
608973	608849	21
608973	608985	21
608973	608939	21
67868	67881	20
67868	67938	20
96744	96797	20
96744	96713	20
96744	96811	20
96744	96695	20
96744	96698	20
96744	96789	20
96744	96692	20
96744	96795	20
96744	96772	20
96744	96658	20
116442	116457	20
122846	122849	20
234583	234699	20
577412	577431	20
608973	608968	20
608973	608908	20
52174	52183	19
67868	67886	19
96744	96767	19
234583	234701	19
234583	234622	19
252022	252020	19
436209	436208	19
465996	465986	19
465996	466023	19
577412	577408	19
608973	608901	19
754400	754414	19
754400	754409	19
777250	777256	19
67868	67887	18
67868	67919	18
67868	67940	18
67868	67891	18
67868	67943	18
96744	96701	18
96744	96773	18
96744	96794	18
96744	96729	18
96744	96703	18
96744	96700	18
96744	96716	18
96744	96771	18
116442	116429	18
116442	116455	18
116442	116460	18
234583	234569	18
234583	234611	18
465996	465970	18
465996	465968	18
608973	608941	18
754400	754411	18
754400	754460	18
52174	52171	17
67868	67950	17
67868	67848	17
67868	67863	17
67868	67902	17
96744	96694	17
96744	96727	17
96744	96720	17
96744	96712	17
96744	96733	17
116442	116450	17
122846	122842	17
234583	234564	17
234583	234616	17
234583	234644	17
234583	234846	17
252022	252031	17
252022	252038	17
280227	280223	17
465996	465985	17
465996	465981	17
608973	608935	17
777254	777274	17
67868	67889	16
67868	67862	16
67868	67913	16
96744	96728	16
96744	96726	16
96744	96780	16
96744	96731	16
96744	96655	16
116442	116431	16
116442	116433	16
234583	234659	16
234583	234601	16
234583	234664	16
234583	234775	16
234583	234652	16
280227	280216	16
280227	280219	16
465996	465984	16
465996	466013	16
465996	465969	16
608973	608847	16
608973	608850	16
754400	754408	16
67868	67846	15
67868	67894	15
